序号,帧ID,时间标识,类型,报文描述,报文内容,长度,数据(Hex),
88,0x18FEF100,06:17:09.043,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
89,0x18FEF200,06:17:09.045,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x06 00 00 00 FF FA 11 FF ),8,06 00 00 00 FF FA 11 FF ,
90,0x0CF00400,06:17:09.055,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x4B D4 81 A0 03 00 FF E5 ),8,4B D4 81 A0 03 00 FF E5 ,
91,0x0CF00400,06:17:09.070,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x4B D4 81 B0 03 00 FF E5 ),8,4B D4 81 B0 03 00 FF E5 ,
92,0x18EBFF00,06:17:09.078,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0xFF ) SA(0x0 ) PGN(0xEB00 ) Data Field(0x04 00 7D 01 87 FA 7D F5 ),8,04 00 7D 01 87 FA 7D F5 ,
93,0x0CF00300,06:17:09.089,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 03 00 FF FF FF E1 ),8,D0 FF 03 00 FF FF FF E1 ,
94,0x0CF00400,06:17:09.089,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x4B D4 81 B0 03 00 FF E5 ),8,4B D4 81 B0 03 00 FF E5 ,
95,0x0CF00A00,06:17:09.089,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 5E 00 FF FF FF FF ),8,FF FF 5E 00 FF FF FF FF ,
96,0x0CF00E00,06:17:09.096,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
97,0x0CF00400,06:17:09.112,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x4B D4 81 F0 0E 00 FF E5 ),8,4B D4 81 F0 0E 00 FF E5 ,
98,0x0CF00400,06:17:09.132,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 50 13 00 FF E5 ),8,43 D4 81 50 13 00 FF E5 ,
99,0x18FEE000,06:17:09.136,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
100,0x0CF00300,06:17:09.144,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 03 00 FF FF FF E1 ),8,D0 FF 03 00 FF FF FF E1 ,
101,0x0CF00A00,06:17:09.144,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 5E 00 FF FF FF FF ),8,FF FF 5E 00 FF FF FF FF ,
102,0x0CF00E00,06:17:09.144,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
103,0x1CFE9200,06:17:09.144,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x00 FF FF FF 14 00 56 07 ),8,00 FF FF FF 14 00 56 07 ,
104,0x18FE9600,06:17:09.146,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
105,0x18FEF000,06:17:09.146,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 28 11 30 2A 01 00 FF ),8,FF 28 11 30 2A 01 00 FF ,
106,0x18FEF100,06:17:09.146,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
107,0x18FEF200,06:17:09.147,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x1B 00 00 00 FF FA 11 FF ),8,1B 00 00 00 FF FA 11 FF ,
108,0x18EBFF00,06:17:09.147,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0xFF ) SA(0x0 ) PGN(0xEB00 ) Data Field(0x05 A0 8C FF FF FF FF 80 ),8,05 A0 8C FF FF FF FF 80 ,
109,0x0CF00400,06:17:09.156,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 DC 0C 00 FF E5 ),8,43 D4 81 DC 0C 00 FF E5 ,
110,0x18EEFFEA,06:17:09.172,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xEE ) DA(0xFF ) SA(0xEA ) PGN(0xEE00 ) Data Field(0x4B 4F A0 0A 00 00 00 50 ),8,4B 4F A0 0A 00 00 00 50 ,
111,0x0CF00400,06:17:09.174,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 F8 0A 00 FF E5 ),8,43 D4 81 F8 0A 00 FF E5 ,
112,0x0CF00300,06:17:09.195,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 03 00 FF FF FF E1 ),8,D0 FF 03 00 FF FF FF E1 ,
113,0x0CF00400,06:17:09.195,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 54 08 00 FF E5 ),8,43 D4 81 54 08 00 FF E5 ,
114,0x0CF00A00,06:17:09.197,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 5E 00 FF FF FF FF ),8,FF FF 5E 00 FF FF FF FF ,
115,0x0CF00E00,06:17:09.197,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
116,0x0CF00400,06:17:09.213,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 60 07 00 FF E5 ),8,43 D4 81 60 07 00 FF E5 ,
117,0x18EBFF00,06:17:09.219,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0xFF ) SA(0x0 ) PGN(0xEB00 ) Data Field(0x06 F0 FF FF FF FF FF FF ),8,06 F0 FF FF FF FF FF FF ,
118,0x0CF00400,06:17:09.235,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 48 06 00 FF E5 ),8,43 D4 81 48 06 00 FF E5 ,
119,0x18FEDF00,06:17:09.237,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xDF ) SA(0x0 ) PGN(0xFEDF ) Data Field(0x8C 30 2A 7D 7D FF FF F0 ),8,8C 30 2A 7D 7D FF FF F0 ,
120,0x18FEE000,06:17:09.237,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
121,0x18FEEF00,06:17:09.237,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xEF ) SA(0x0 ) PGN(0xFEEF ) Data Field(0xFF FF FF 00 FF FF FF FF ),8,FF FF FF 00 FF FF FF FF ,
122,0x18FEF000,06:17:09.239,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 48 06 30 2A 01 00 FF ),8,FF 48 06 30 2A 01 00 FF ,
123,0x18FEF100,06:17:09.239,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
124,0x18FEF200,06:17:09.239,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x18 00 00 00 FF FA 11 FF ),8,18 00 00 00 FF FA 11 FF ,
125,0x18FEF600,06:17:09.240,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF6 ) SA(0x0 ) PGN(0xFEF6 ) Data Field(0xFF 00 45 31 FF FF FF FF ),8,FF 00 45 31 FF FF FF FF ,
126,0x18FEFD00,06:17:09.240,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xFD ) SA(0x0 ) PGN(0xFEFD ) Data Field(0xFF 00 00 FF FF FF FF FF ),8,FF 00 00 FF FF FF FF FF ,
127,0x0CF00300,06:17:09.244,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 03 00 FF FF FF E1 ),8,D0 FF 03 00 FF FF FF E1 ,
128,0x0CF00A00,06:17:09.244,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 5E 00 FF FF FF FF ),8,FF FF 5E 00 FF FF FF FF ,
129,0x0CF00E00,06:17:09.246,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
130,0x0CFD9200,06:17:09.246,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x92 ) SA(0x0 ) PGN(0xFD92 ) Data Field(0xF0 FF FF FF FF F3 FF 00 ),8,F0 FF FF FF FF F3 FF 00 ,
131,0x18FDB200,06:17:09.246,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0xB2 ) SA(0x0 ) PGN(0xFDB2 ) Data Field(0xFF FF FF FF 00 00 FF FF ),8,FF FF FF FF 00 00 FF FF ,
132,0x18FDD000,06:17:09.248,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0xD0 ) SA(0x0 ) PGN(0xFDD0 ) Data Field(0xFF FF FF FF 31 E6 03 FF ),8,FF FF FF FF 31 E6 03 FF ,
133,0x1CFE9200,06:17:09.248,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x00 FF FF FF 12 00 90 02 ),8,00 FF FF FF 12 00 90 02 ,
134,0x18FE9600,06:17:09.248,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
135,0x0CF00400,06:17:09.252,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 8C 05 00 FF E5 ),8,43 D4 81 8C 05 00 FF E5 ,
136,0x18FECA00,06:17:09.254,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xCA ) SA(0x0 ) PGN(0xFECA ) Data Field(0x00 FF 00 00 00 00 FF FF ),8,00 FF 00 00 00 00 FF FF ,
137,0x0CF00400,06:17:09.276,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 EC 04 00 FF E5 ),8,43 D4 81 EC 04 00 FF E5 ,
138,0x0CF00300,06:17:09.291,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 03 00 FF FF FF E1 ),8,D0 FF 03 00 FF FF FF E1 ,
139,0x0CF00400,06:17:09.291,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 FC 04 00 FF E5 ),8,43 D4 81 FC 04 00 FF E5 ,
140,0x0CF00A00,06:17:09.291,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 5E 00 FF FF FF FF ),8,FF FF 5E 00 FF FF FF FF ,
141,0x0CF00E00,06:17:09.291,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
142,0x0CF00400,06:17:09.321,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 28 05 00 FF E5 ),8,43 D4 81 28 05 00 FF E5 ,
143,0x0CF00400,06:17:09.334,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 34 05 00 FF E5 ),8,43 D4 81 34 05 00 FF E5 ,
144,0x18FEE000,06:17:09.336,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
145,0x18FEF000,06:17:09.336,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 34 05 30 2A 01 00 FF ),8,FF 34 05 30 2A 01 00 FF ,
146,0x18FD0700,06:17:09.336,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x7 ) SA(0x0 ) PGN(0xFD07 ) Data Field(0x00 1F FC FF FF FF FF FF ),8,00 1F FC FF FF FF FF FF ,
147,0x1CFE9200,06:17:09.336,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x00 FF FF FF 0C 00 3A 02 ),8,00 FF FF FF 0C 00 3A 02 ,
148,0x18FE9600,06:17:09.338,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
149,0x18FEF100,06:17:09.338,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
150,0x18FEF200,06:17:09.338,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x10 00 00 00 FF FA 11 FF ),8,10 00 00 00 FF FA 11 FF ,
151,0x0CF00300,06:17:09.340,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 03 00 FF FF FF E1 ),8,D0 FF 03 00 FF FF FF E1 ,
152,0x0CF00A00,06:17:09.340,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 82 00 FF FF FF FF ),8,FF FF 82 00 FF FF FF FF ,
153,0x0CF00400,06:17:09.350,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 D4 81 44 05 00 FF E5 ),8,43 D4 81 44 05 00 FF E5 ,
154,0x0CF00E00,06:17:09.352,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
155,0x0CF00300,06:17:09.390,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 0C 00 FF FF FF E1 ),8,D0 FF 0C 00 FF FF FF E1 ,
156,0x0CF00400,06:17:09.390,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x73 D4 8B 7C 05 00 FF E5 ),8,73 D4 8B 7C 05 00 FF E5 ,
157,0x0CF00A00,06:17:09.392,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 82 00 FF FF FF FF ),8,FF FF 82 00 FF FF FF FF ,
158,0x0CF00E00,06:17:09.392,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
159,0x0CF00400,06:17:09.414,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x73 D4 8B 9C 05 00 FF E5 ),8,73 D4 8B 9C 05 00 FF E5 ,
160,0x0CF00300,06:17:09.438,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 0F 00 FF FF FF E1 ),8,D0 FF 0F 00 FF FF FF E1 ,
161,0x0CF00400,06:17:09.438,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x33 D4 8E AC 05 00 FF E5 ),8,33 D4 8E AC 05 00 FF E5 ,
162,0x0CF00A00,06:17:09.440,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 82 00 FF FF FF FF ),8,FF FF 82 00 FF FF FF FF ,
163,0x0CF00E00,06:17:09.440,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
164,0x1CFE9200,06:17:09.442,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x00 FF FF FF 0B 00 00 00 ),8,00 FF FF FF 0B 00 00 00 ,
165,0x18FE9600,06:17:09.442,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
166,0x18FEE000,06:17:09.442,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
167,0x18FEF000,06:17:09.442,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF AC 05 30 2A 01 00 FF ),8,FF AC 05 30 2A 01 00 FF ,
168,0x18FEF100,06:17:09.442,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
169,0x18FEF200,06:17:09.444,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x0E 00 00 00 FF FA 38 FF ),8,0E 00 00 00 FF FA 38 FF ,
170,0x0CF00400,06:17:09.469,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x33 D4 8E C4 05 00 FF E5 ),8,33 D4 8E C4 05 00 FF E5 ,
171,0x0CF00400,06:17:09.487,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x63 D4 90 D0 05 00 FF E5 ),8,63 D4 90 D0 05 00 FF E5 ,
172,0x18FEDF00,06:17:09.487,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xDF ) SA(0x0 ) PGN(0xFEDF ) Data Field(0x8C 30 2A 7D 7D FF FF F0 ),8,8C 30 2A 7D 7D FF FF F0 ,
173,0x0CF00300,06:17:09.509,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 11 00 FF FF FF E1 ),8,D0 FF 11 00 FF FF FF E1 ,
174,0x0CF00400,06:17:09.511,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x63 D4 90 DC 05 00 FF E5 ),8,63 D4 90 DC 05 00 FF E5 ,
175,0x0CF00A00,06:17:09.511,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF A2 00 FF FF FF FF ),8,FF FF A2 00 FF FF FF FF ,
